ID,ID_corrected,操作判断,操作前准备1,操作前准备2,操作前准备3,操作过程1,操作过程2,操作过程3.1,操作过程3.2,操作过程4,操作过程5.1,操作过程5.2,操作过程6,操作后处理,overall
1016-xxd2-1,1016-xxd-01,5,5,5,5,5,5,5,5,5,10,15,10,8,6
1015-rxy-03,,5,5,5,5,5,5,5,5,5,8,15,10,10,8
0310-lxw-05,,5,5,5,5,5,5,5,5,5,10,15,10,10,8
1017-wtb-3,1017-wtb-03,5,3,5,5,4,5,3,5,5,10,15,10,0,3
1019-xxd-08,1019-xxd-08,5,5,5,5,5,5,5,5,5,10,15,10,10,9
1019-ywp-09,1019-ywp-09,5,5,5,5,5,5,3,3,5,10,15,10,10,8
1016-dsc-6,1016-dsc-06,5,5,5,5,2,5,5,5,5,0,15,10,6,5
1015-lyl-10,,5,5,5,5,5,5,3,0,5,10,15,10,10,6
1016-hwq-2,1016-hwq-02,5,5,5,5,5,5,5,0,5,10,15,10,7,8
1017-sly2-1,1017-sly-01,5,5,5,5,5,5,5,5,5,10,15,10,8,9
1016-zwl2-8,1016-zwl-08,5,5,5,5,2,5,5,5,5,10,15,10,6,5
1016-hwq-3,1016-hwq-03,5,5,5,5,5,5,5,0,5,9,15,10,7,8
1015-lyl-01,,5,5,5,5,4,5,3,0,5,7,15,10,10,6
1016-zwl2-7,1016-zwl-07,5,5,5,5,2,5,5,5,5,10,15,10,6,5
1018-wll-10,1018-wll-10,5,5,5,5,5,5,5,5,5,10,15,10,10,8
0310-lxw-02,,5,5,5,5,5,5,5,5,5,10,15,10,10,8
1016-xxd2-3,1016-xxd-03,5,5,5,5,5,5,5,1,5,9,15,10,8,5
1017-ljt-10,1017-ljt-10,5,5,5,5,5,5,5,5,5,10,15,10,8,8
1017-yzl-7,1017-yzl-07,5,5,5,5,5,5,2,5,0,5,15,11,7,7
1017-yzl-4,1017-yzl-04,5,5,5,5,5,5,2,5,0,5,15,11,7,6
1016-xxd2-7,1016-xxd-07,5,5,5,5,5,5,2,1,5,10,15,11,6,5
311-lyl-03,0311-lyl-03-sj,5,5,5,5,5,5,4,5,5,10,15,11,7,8
1017-yzl-1,1017-yzl-01,5,5,5,5,5,5,2,4,0,10,15,11,7,8
1016-rxy2-2,1016-rxy-02,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1017-yzl-2,1017-yzl-02,5,5,5,5,5,5,2,4,0,10,15,11,7,8
1017-hmz3-5,1017-hmz-05,5,5,3,3,1,5,5,5,5,8,15,11,6,5
1017-hmz3-1,1017-hmz-01,5,5,3,3,1,5,5,5,5,10,15,11,6,6
1016-hwq-7,1016-hwq-07,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1017-hmz3-4,1017-hmz-04,5,5,3,3,1,5,5,5,5,8,15,11,6,5
311-yzl-01,0311-yzl-01-sj,5,5,5,5,5,5,5,3,0,10,14,11,8,8
1016-jzt2-7,1016-jzt2-07,5,5,5,5,5,5,5,5,5,8,15,11,7,7
1016-rxy2-7,1016-rxy-07,5,5,5,5,5,5,2,5,5,10,13,11,7,8
1017-hmz3-7,1017-hmz-07,5,5,3,3,1,5,5,5,5,10,15,11,6,6
1016-jzt2-1,1016-jzt2-01,5,5,5,5,5,5,1,4,5,10,15,11,7,7
311-jzt-06,0311-jzt-06-sj,5,5,5,5,5,5,5,5,5,10,13,11,8,8
1017-jzt5-1,1017-jzt-11,5,5,5,5,5,5,5,5,5,10,15,11,9,8
1016-jzt2-2,1016-jzt2-02,5,5,5,5,5,5,2,4,0,10,15,11,7,7
1017-hmz3-8,1017-hmz-08,5,5,3,3,1,5,5,5,5,10,15,11,6,6
1017-jzt5-3,1017-jzt-13,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1017-hmz3-10,1017-hmz-10,5,5,3,3,1,5,5,5,5,10,15,11,6,6
1016-rxy2-3,1016-rxy-03,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1017-jzt5-2,1017-jzt-12,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1017-yzl-5,1017-yzl-05,5,5,5,5,5,5,2,5,0,5,15,11,7,6
311-yzl-02,0311-yzl-02-sj,5,5,5,5,5,5,1,0,0,9,13,11,7,7
1017-jzt4-6,1017-jzt-06,5,5,5,5,5,5,2,5,5,5,15,11,5,5
1016-jzt3-6,1016-jzt3-06,5,5,5,5,5,5,5,5,5,8,15,11,7,6
1016-xxd2-9,1016-xxd-09,5,5,5,5,5,5,2,5,5,10,13,11,6,5
1017-hmz3-3,1017-hmz-03,5,5,3,3,1,5,5,5,5,10,15,11,6,6
311-jzt-04,0311-jzt-04-sj,5,5,5,5,5,5,5,5,5,10,14,11,7,7
1014-zwl-02,,5,5,5,5,3,5,5,5,5,10,15,12,9,9
1015-xxd-04,,5,5,5,5,5,5,3,0,5,5,5,12,0,5
1014-hmz-07,1014-hmz-07,5,3,3,5,3,5,5,5,5,8,15,12,7,8
1015-jyy-10,,5,4,5,5,5,5,5,0,5,0,15,12,0,6
1018-xxd3-2,1018-xxd-02,5,4,5,2,4,5,5,3,0,10,15,12,3,4
1017-lyl2-3,1017-lyl-03,5,5,5,5,5,5,5,0,5,8,15,12,10,8
1016-xxd2-6,1016-xxd-06,5,5,5,5,5,5,3,2,5,10,15,12,8,8
1016-dsc-3,1016-dsc-03,5,5,5,5,1,5,5,5,5,0,15,12,7,4
1014-hmz-04,,5,4,3,5,2,5,4,4,5,7,15,12,7,8
1014-zwl-04,,5,5,5,5,3,5,5,5,5,10,15,12,9,9
1015-jyy-08,,5,4,5,5,5,5,5,0,5,7,15,12,0,7
1017-msp2-2,1017-msp-02,5,5,5,5,2,5,5,5,5,10,15,12,7,7
1014-sqz-02,,5,5,5,4,5,5,3,3,3,8,13,12,7,7
1015-rxy-10,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
1019-zyt-06,1019-zyt-06,5,5,5,5,5,5,4,4,5,10,15,12,10,9
1016-jzt2-6,1016-jzt2-06,5,5,5,5,5,5,2,5,5,0,15,12,6,6
1014-sqz-05,,5,5,5,4,5,5,3,3,3,10,15,12,8,8
1015-jyy-09,,5,4,5,5,5,5,5,0,5,10,15,12,0,7
1014-hmz-08,1014-hmz-08,5,3,3,5,3,5,5,5,5,9,15,12,7,8
1018-xxd3-6,1018-xxd-06,5,4,5,5,4,5,5,5,5,5,13,12,2,5
1014-sly-01,,5,5,5,5,4,5,5,4,4,7,15,12,9,8
1017-msp2-4,1017-msp-04,5,5,5,5,3,5,5,5,5,10,15,12,7,6
1019-zyt-10,1019-zyt-10,5,5,5,5,5,5,4,4,5,10,15,12,10,9
1015-xxd-09,,5,5,5,5,5,5,3,0,5,5,15,12,5,7
1015-zmt-7,1015-zmt-07,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1016-jyy-2,1016-jyy-02,5,5,5,5,5,5,5,5,5,5,15,12,10,9
1016-jyy-7,1016-jyy-07,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1014-wll-09,1014-wll-09,5,5,5,4,5,5,5,5,5,10,15,12,8,8
1014-zyj-04,,5,5,5,5,5,5,5,5,5,10,15,12,9,9
1014-wll-03,,5,5,5,4,5,5,5,5,5,10,14,12,7,8
1016-xxd2-8,1016-xxd-08,5,5,5,5,5,5,2,1,5,10,15,12,7,6
1019-zyt-07,1019-zyt-07,5,5,5,5,5,5,4,4,5,10,15,12,10,9
1014-wll-01,,5,5,5,4,5,5,5,5,5,10,13,12,7,8
1017-jzt4-7,1017-jzt-07,5,5,5,5,5,5,2,5,5,5,15,12,5,5
1016-hwq-8,1016-hwq-08,5,5,5,5,5,5,5,5,5,10,15,12,8,8
1014-zwl-03,,5,5,5,5,3,5,5,5,5,10,15,12,8,9
1016-dsc-2,1016-dsc-02,5,5,5,5,1,5,5,5,5,0,15,12,7,5
1017-msp2-10,1017-msp-10,5,3,5,5,1,5,1,5,5,10,15,12,7,5
1017-wtb-9,1017-wtb-09,5,3,5,5,4,5,3,5,5,10,15,12,5,6
1016-jzt2-10,1016-jzt2-10,5,5,5,5,5,5,5,5,5,8,15,12,8,7
1016-rxy2-4,1016-rxy-04,5,5,5,5,5,5,2,5,5,10,15,12,7,8
1017-lyl2-8,1017-lyl-08,5,5,5,5,5,5,5,0,5,8,15,12,10,8
1015-zmt-5,1015-zmt-05,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1016-zwl2-1,1016-zwl-01,5,5,5,5,1,5,5,5,5,10,15,12,6,3
1014-wll-08,1014-wll-08,5,5,5,4,5,5,5,5,5,10,14,12,8,8
1016-jyy-6,1016-jyy-06,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1017-msp2-7,1017-msp-07,5,5,5,5,1,5,1,5,5,8,15,12,7,3
1015-zmt-8,1015-zmt-08,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1017-yzl-6,1017-yzl-06,5,5,5,5,5,5,2,5,0,10,15,12,6,8
1018-xxd3-1,1018-xxd-01,5,4,4,4,4,5,1,1,0,10,15,12,3,4
1018-xxd3-3,1018-xxd-03,5,5,5,5,4,5,3,3,0,10,12,12,1,3
1015-xxd-10,,5,5,5,5,5,5,5,0,5,10,7,12,5,7
1014-zyj-05,,5,5,5,5,5,5,5,5,5,10,15,12,9,9
1018-lyl3-1,1018-lyl-01,5,5,5,5,4,5,5,0,5,10,15,12,8,9
1014-zyj-01,,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1017-wtb-7,1017-wtb-07,5,3,5,5,4,5,3,5,5,10,15,12,5,6
1015-rxy-09,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
1019-zyt-09,1019-zyt-09,5,5,5,5,5,5,4,4,5,10,15,12,10,9
1017-sly-07,1017-sly-07,5,5,5,5,5,5,5,5,5,10,14,12,7,7
1018-rxy3-03,1018-rxy-03,5,5,5,5,5,5,5,5,5,10,15,12,10,10
1017-lyl2-5,1017-lyl-05,5,5,5,5,5,5,5,0,5,8,15,12,10,8
1014-zwl-01,,5,5,5,5,3,5,5,5,5,10,15,12,9,9
1015-rxy-06,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
1017-lyl2-4,1017-lyl-04,5,5,5,5,5,5,5,0,5,8,15,12,10,8
1014-zyj-03,,5,5,5,5,5,5,5,5,5,10,15,12,9,9
1017-lyl2-2,1017-lyl-02,5,5,5,5,5,5,5,0,5,8,15,12,10,8
1017-wtb-10,1017-wtb-10,5,3,5,5,4,5,3,5,5,10,15,12,5,6
1015-zch-03,,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1016-dsc-1,1016-dsc-01,5,5,5,5,1,5,5,5,5,0,15,12,6,3
1014-sqz-04,,5,5,5,4,5,5,3,3,3,10,15,12,7,8
1018-rxy3-04,1018-rxy-04,5,5,5,5,5,5,5,5,5,10,15,12,10,10
1015-rxy-07,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
1015-jyy-05,,5,4,5,5,5,5,5,0,5,7,15,12,0,7
1017-wtb-8,1017-wtb-08,5,3,5,5,4,5,3,5,5,10,15,12,5,6
1014-wll-05,,5,5,5,4,5,5,5,5,5,10,13,12,7,8
1014-sqz-01,,5,5,5,4,5,5,3,3,3,8,13,12,7,7
1017-wtb-6,1017-wtb-06,5,3,5,5,4,5,3,5,5,10,15,12,2,5
1018-xxd3-5,1018-xxd-05,5,4,5,5,4,5,1,1,0,5,13,12,2,3
1015-zmt-3,1015-zmt-03,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1015-xxd-05,,5,5,5,0,5,5,5,0,0,5,10,12,5,7
1014-hmz-01,,5,4,3,5,2,5,4,4,5,7,15,12,7,8
1015-zmt-4,1015-zmt-04,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1014-hmz-06,1014-hmz-06,5,3,3,5,3,5,5,5,5,8,15,12,7,7
1017-msp2-9,1017-msp-09,5,3,5,5,1,5,1,5,5,10,15,12,7,5
1017-msp2-5,1017-msp-05,5,5,5,5,3,5,5,5,5,10,15,12,7,8
1017-jzt5-5,1017-jzt-15,5,5,5,5,5,5,2,5,5,10,15,12,7,8
1018-xxd3-9,1018-xxd-09,5,4,5,5,4,5,5,5,5,10,15,12,2,6
1016-jyy-8,1016-jyy-08,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1017-jzt5-4,1017-jzt-14,5,5,5,5,5,5,2,5,5,10,15,12,7,8
1017-sly-10,1017-sly-10,5,5,5,5,5,5,5,5,5,10,15,12,7,8
1018-lh-10,,5,3,4,5,5,5,5,0,5,5,15,12,10,7
311-wzh-07,0311-wzh-07-sj,5,5,5,5,5,5,0,0,0,9,14,12,6,7
1016-zwl2-4,1016-zwl-04,5,5,5,5,1,5,5,5,5,10,15,12,8,4
1015-rxy-08,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
1016-jyy-5,1016-jyy-05,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1017-wtb-5,1017-wtb-05,5,3,5,5,4,5,3,5,5,10,12,12,2,3
1016-rxy2-5,1016-rxy-05,5,5,5,5,5,5,2,5,5,10,15,12,7,8
1017-lyl2-6,1017-lyl-06,5,5,5,5,5,5,5,0,5,8,15,12,10,8
1017-msp2-8,1017-msp-08,5,5,5,5,1,5,1,5,5,10,15,12,7,3
0310-lzz-08,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1016-jzt-9,1016-jzt-09,5,5,3,3,5,5,5,5,5,8,15,13,8,6
1016-rxy2-9,1016-rxy-09,5,5,5,5,5,5,2,5,5,10,15,13,7,8
0310-dt-01,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1015-dsc-10,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
311-yzl-05,0311-yzl-05-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,8
0310-lym-07,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0310-lxw-06,,5,5,5,5,5,5,5,5,5,10,15,13,10,8
1017-yzl-3,1017-yzl-03,5,5,5,5,5,5,2,4,0,10,15,13,6,6
0310-dt-06,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1019-yzl-02,,5,4,5,5,5,4,4,5,5,10,15,13,10,8
1016-jzt3-8,1016-jzt3-08,5,5,5,5,5,5,5,5,5,8,15,13,8,8
1017-jzt4-9,1017-jzt-09,5,5,5,5,5,5,2,5,5,5,15,13,5,5
1015-zch-10,,5,5,5,5,5,5,5,5,5,7,15,13,10,8
1019-yzl-08,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1015-lyl-09,,5,5,5,5,5,5,3,0,5,7,15,13,10,6
311-yzl-09,0311-yzl-09-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,7
311-wzh-06,0311-wzh-06-sj,5,5,5,5,5,5,0,0,0,7,14,13,7,7
1016-jzt3-10,1016-jzt3-10,5,5,5,5,5,5,5,5,5,7,15,13,8,8
1019-yzl-01,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1019-yzl-07,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1017-zmt2-2,1017-zmt-02,5,5,5,5,5,5,5,5,5,10,15,13,8,9
1018-yzl2-6,1018-yzl-06,5,4,3,5,4,5,5,5,0,10,15,13,5,6
1017-jzt5-6,1017-jzt-16,5,5,5,5,5,5,2,5,5,10,15,13,8,8
1015-dsc-01,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
1019-yzl-05,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1017-jzt4-10,1017-jzt-10,5,5,5,5,5,5,2,5,5,5,15,13,5,5
0310-lxw-10,,5,5,5,5,5,5,5,5,5,5,15,13,10,8
1016-jzt3-3,1016-jzt3-03,5,5,5,5,5,5,2,5,5,0,15,13,6,6
1017-zmt2-6,1017-zmt-06,5,5,5,5,5,5,5,5,5,8,15,13,8,8
0310-dt-02,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1019-yzl-06,,5,4,5,5,5,4,4,5,5,10,15,13,10,8
0310-dt-09,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1015-lyl-08,,5,5,5,5,5,5,3,0,5,7,15,13,10,6
1015-dsc-04,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
0310-lzz-05,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
311-wzh-09,0311-wzh-09-sj,5,5,5,5,5,5,0,0,0,9,14,13,7,7
1016-jzt3-4,1016-jzt3-04,5,5,5,5,5,5,2,4,0,8,15,13,7,6
1016-rxy2-10,1016-rxy-10,5,5,5,5,5,5,2,5,5,10,15,13,7,8
0310-lym-01,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1016-jzt2-3,1016-jzt2-03,5,5,5,5,5,5,3,4,5,10,15,13,6,6
1015-dsc-02,,5,5,5,5,4,5,3,5,5,10,14,13,5,8
1017-zmt2-1,1017-zmt-01,5,5,5,5,5,5,5,5,5,10,15,13,8,9
0310-lym-10,,5,5,5,5,5,5,5,5,5,8,15,13,10,9
1016-jzt3-2,1016-jzt3-02,5,5,5,5,5,5,2,5,5,0,15,13,6,6
0310-dt-07,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
311-bjx-02,0311-bjx-02-sj,5,5,5,5,5,5,3,5,5,10,15,13,8,8
0310-lzz-04,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1018-ypp2-2,1018-ypp-02,5,4,5,5,3,5,5,5,5,10,15,13,7,6
1018-yzl2-8,1018-yzl-08,5,4,3,5,4,5,5,5,0,10,15,13,7,7
0310-dt-10,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1017-zmt2-9,1017-zmt-09,5,5,5,5,5,5,5,5,5,10,15,13,8,9
311-wzh-08,0311-wzh-08-sj,5,5,5,5,5,5,0,0,0,9,14,13,7,7
1019-jyy-02,,5,4,0,5,5,4,5,5,0,10,15,13,10,8
311-yzl-07,0311-yzl-07-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,7
0310-dt-08,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0310-lzz-03,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1017-zmt2-4,1017-zmt-04,5,5,5,5,5,5,5,5,5,10,15,13,8,9
1019-hwq-02,,5,4,5,4,5,4,5,5,0,10,15,13,10,10
1018-xxd3-8,1018-xxd-08,5,4,5,5,4,5,3,3,5,10,15,13,2,4
0310-lym-04,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
311-yzl-06,0311-yzl-06-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,8
1018-wll-08,1018-wll-08,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0310-dt-04,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1017-jzt4-8,1017-jzt-08,5,5,5,5,5,5,2,5,5,5,15,13,5,5
311-wzh-10,0311-wzh-10-sj,5,5,5,5,5,5,0,0,0,9,14,13,7,7
1019-hwq-09,,5,4,5,4,5,4,5,5,0,10,15,13,10,9
1019-jyy-07,,5,4,0,5,5,4,5,5,0,10,15,13,10,8
0310-lzz-09,,5,5,5,5,5,5,5,5,0,10,15,13,10,9
1017-jzt5-10,1017-jzt-20,5,5,5,5,5,5,2,5,5,10,15,13,7,8
1017-sly-06,1017-sly-06,5,5,5,5,5,5,5,5,5,10,15,13,7,8
311-wzh-03,0311-wzh-03-sj,5,5,5,5,5,5,0,0,0,10,14,13,7,7
1016-hwq-6,1016-hwq-06,5,5,5,5,5,5,2,5,5,10,15,13,8,8
1018-yzl2-10,1018-yzl-10,5,4,3,5,4,5,5,5,0,10,15,13,7,6
1015-dsc-09,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
1016-hwq-9,1016-hwq-09,5,5,5,5,5,5,5,5,5,10,15,13,8,8
1015-zch-02,,5,5,5,5,5,5,3,3,5,10,15,13,10,8
311-bjx-01,0311-bjx-01-sj,5,5,5,5,5,5,3,5,5,10,15,13,8,8
0310-lzz-07,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0310-lym-03,,5,5,5,5,5,5,5,5,5,9,15,13,10,9
311-wzh-05,0311-wzh-05-sj,5,5,5,5,5,5,0,0,0,8,14,13,6,7
0310-dt-03,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0310-lym-02,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0310-lxw-01,,5,5,5,5,5,5,5,5,5,5,15,13,10,8
311-yzl-10,0311-yzl-10-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,7
1015-dsc-05,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
1019-jyy-01,,5,4,0,5,5,4,5,0,0,10,15,13,10,8
1019-yzl-10,,5,4,5,5,5,4,4,5,5,10,15,13,10,8
311-bjx-06,0311-bjx-06-sj,5,5,5,5,5,5,3,5,5,7,15,13,7,8
1016-rxy2-6,1016-rxy-06,5,5,5,5,5,5,2,5,5,10,15,13,8,8
0310-lym-08,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1018-yzl2-9,1018-yzl-09,5,4,3,5,4,5,5,5,5,10,15,13,7,7
0310-lzz-10,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1019-jyy-08,,5,4,0,5,5,4,5,5,0,10,15,14,10,8
1019-jyy-04,,5,4,0,5,5,4,5,5,0,10,15,14,10,9
1019-hwq-04,,5,4,4,4,5,4,3,5,0,10,15,14,10,9
311-wsx-10,0311-wsx-10-sj,5,5,5,5,5,5,5,0,0,5,14,14,6,6
1019-hwq-10,,5,4,5,4,5,5,3,5,0,10,15,14,10,10
1015-jyy-03,,5,4,5,5,5,5,5,0,5,10,15,14,0,8
1019-jyy-03,,5,4,0,5,5,4,5,5,0,10,15,14,10,8
311-jzt-08,0311-jzt-08-sj,5,5,5,5,5,5,5,5,5,10,13,14,8,9
311-bjx-03,0311-bjx-03-sj,5,5,5,5,5,5,3,5,5,10,15,14,9,9
1016-jzt-10,1016-jzt-10,5,5,4,4,5,5,5,5,5,10,15,14,8,8
311-jzt-05,0311-jzt-05-sj,5,5,5,5,5,5,5,5,5,10,14,14,8,7
311-wzh-01,0311-wzh-01-sj,5,5,5,5,5,5,0,0,0,10,15,14,8,7
1015-bjx-01,,5,5,5,5,5,5,5,5,5,10,15,14,10,10
1017-yzl-8,1017-yzl-08,5,5,5,5,5,5,2,5,0,5,15,14,8,7
311-jzt-10,0311-jzt-10-sj,5,5,5,5,5,5,5,5,5,10,13,14,8,9
1016-jzt2-8,1016-jzt2-08,5,5,5,5,5,5,5,5,5,8,15,14,8,7
311-wzh-02,0311-wzh-02-sj,5,5,5,5,5,5,0,0,0,10,15,14,7,7
1019-jyy-10,,5,4,1,5,5,4,5,5,0,10,15,14,10,8
1015-xxd-01,,5,5,5,5,5,5,3,5,5,10,15,14,5,9
311-wsx-03,0311-wsx-03-sj,5,5,5,5,5,5,5,5,0,5,12,14,7,7
1019-ywp-03,,5,4,1,5,5,5,5,5,5,10,15,14,10,10
311-wsx-05,0311-wsx-05-sj,5,5,5,5,5,5,5,5,0,5,14,14,8,7
1015-jyy-04,,5,4,5,5,5,5,5,0,5,10,15,14,0,8
1019-ywp-01,,5,4,1,5,5,5,5,5,5,10,15,14,10,9
1019-jyy-05,,5,4,1,5,5,4,5,5,0,10,15,14,10,8
